,Review,sentiment_label
1270,"очень хороший телефон берите не пожалеете,100% отличный телефон!",positive
1670,Смартфон не качественный! Я был очень расстроен такой покупкой!!! Брать не советую!,positive
2240,"После НТС one mini полное ощущение,что телефон какой- то"" сырой"".  В то время каквсе уже переходЯт на  андройд 6 тут до сих пор 4. 
Какие-то нелепые уведомления которые не удаляюся из панели уведомлений, даи вообще чтоб начать им пользоваться нужно изрядно поковыряться внастройках. Клавиатурупришлось скачать другую, потомуч что родная нуочень неудобная.
В принципе работает вроде быстро, антена ловит 2 палки 4 ж там где айфон в принципе не ловит его. На НТС былатолько одна палка. Так что инет летает. 
Но много мелочей,которые раздражают. Вроде есть прошивка на 5 андроид,но по воздуху не идет. Нпдо попробовать перепрошить с компа. Но с ней по отзывам тоже какие-то глюки
Вобщемне должен он столько стоить,имхо. Красная цена ему тыщ 10,т.к бренд китайский и полное ощущение чего-то недоделанного и непродуманного",positive
4143,"Общее впечатление - телефон посредственный, на сегодняшний день начинка самая обычная. И главное его достоинство конечно - это привлекательный внешний вид в стиле более дорогих моделей фирмы sony. Телефон приятно держать в руках, сделан добротно. Работает стабильно, в повседневной работе при пользовании браузером, мессенджерами, навигатором ничего не тормозит, не виснет и т. п. Экран неплохой, четкость хорошая, большые углы обзора, но цвета могли бы быть и поярче. Аккумулятора у меня хватает на полтора дня с интернетом, навигатором, читалкой. Наверное можно как-то еще увеличить продолжительность работы, отключив ненужные приложения. Заряжается довольно быстро.Главное разочарование - это камера (обе). Основная, как уже писали, реально хуже чем на нокиях пятилетней давности. Хорошо фотографирует документы и т. п., но сделать приличную фотографию не получится - снимок будет хорошо смотреться на экране телефона, но при увеличении будет просто мрак. Фронтальная камера тоже вряд-ли подойдет для селфи. Почему-то иногда нестабильно отслеживает GPS при пользовании навигатором (подтормаживания на 5-10 сек.), хотя при включении карт спутник находит моментально - скорее всего проблема в софте. В итоге: телефон - хорошая рабочая лошадка, с привлекательным дизайном, но без выдающихся характеристик. Цена немного завышена. Для меня был бы отличным, если бы был поменьше размерами и была бы камера получше.",positive
3309,"В случае нормальной работы цена дивайса могла бы оказаться оправданной. Но ввиду пережитых проблем вынуждена в ближайшем времени заняться поиском более надежной модели. все-таки ""глюки"" програмного обеспечения в значительной мере сказываются на работе, когда из-за очередной выходки срываются важные международные переговоры.
Очень разочарована.",positive
1407,"Звук в динамике хороший, камера тоже годная, с какой-то модной технологией BSI. Снимки получаются яркие. Порадовали встроенные приложения Quick Translator - это переводчик в режиме дополненной реальности и Quik Memo - утилита для создания скриношотов и заметок. Также в комплекте бесплатно идёт навигатор ситигид, качать его надо через специальное приложение LG AppClub или в маркете.",positive
3316,"Задумка у производителей была хорошая,но реализовать они ее не смогли. Никому не советую этот телефон.",positive
3906,"через год умер акб, в течении эксплуатации падал, разбил экран. цена ремонта как 70 процентов стоимости телефона, после wi-fi теряет сеть и не принимает ни звонки ни смс, помогает вкл и отк. режима полет . практически ежедневно.",neutral
3192,"На старой прошивке 2.3.6 нещадно тормозил, даже в режиме звонилки. На 4.0.4 возможности раскрылись, новее официальных прошивок не ожидается. Более того, на более свежих кастомных прошивках, судя по 4pda, тормозит старичок.  По современным меркам слабый проц, памяти мало. Аккумулятор съедается за 3-4 часа в режиме автонавигатора, а будучи подключенным к зарядке - летом перегревается. Автояркости нет. Индикатора пропущенных звонков и нечитанных смс нет. Hdmi за полтора года ни к чему не подключал, зачем он? К камере, экрану, звуку нет претензий - все хорошо. Сдал за 5 т.р. удивлен, в теже деньги можно нового китайца купить, например ленову 820. Если обобщить - посредственные ощущения от топового смартфона.",positive
3557,"Ходил до него с HTC Incredible S...Хоть и процессор одноядерный, но сравнению просто не поддается!...Сейчас опять с ним хожу,чему очень рад!",positive
1703,"HTC - и этим всё сказано! Когда приобрела свой первый коммуникатор HTC Tatoo поняла, что других других телефонов для меня не существует! Очень довольна! Своей цены он достоен!",positive
1502,"пользуюсь устройством более 3 месяцев, существенных недостатков не заметила)",neutral
2602,"знал бы, никогда его не купил, Lenovo просто позор, больше этой марке не доверяю, не хочу ""играть в рулетку"" при покупке телефонов этой марки. купил на замену дешевенький acer и о чудо, просто нарадоваться не могу после этого ужасного телефона, по эксплуатации ничем не хуже, с точки зрения пользователя, и игры идут и ПО тянет, но не глючит, не тормозит, не перегружается, а стоит в 2,5 раза дешевле! вспоминается реклама ""доси"", зачем платить больше?",positive
4144,Покупкой не довольна.,neutral
1024,"Использую аппарат с января 2015 года. В зимний период, в кармане верхней одежды разряжается через 20 минут. А так в целом к качеству вопросов нет. Единственный и существенный плюс, что его цена не так сильно падает со временем, как с анройдофонами. Но в 2017г. я предпочту взять все таки тел с картой памяти гигов на 256 и снимать и фотографировать в своё удовольствие.     И да ещё, с какого перепугу на айфоне нельзя ставить видео при записи на ПАУЗУ, а не начинать новый файл писать?!",positive
4330,"Очень шустрый телефон, была возможность купить айфон 7, но решил взять его из-за отличного дизайна, ну и конечно разница в цене просто огромная. Конечно айфон семь будет по быстрее на доли секунды, но в этом нет обходимости. Насчет звука в наушниках не заметил особых отличий с другими смартфонами. В целом телефон вышел довольно не плохим, советую брать.",positive
4243,"До этого у меня 4 года был HTC One Mini, пока не умер, поэтому я не гурман в телефонах. Выбрала LG X Power 2 только из-за сильной батареи. Пользуюсь им всего 3 дня, но сразу вижу, что он сильно отстает от моего старенького HTC.  По поводу светового индикатора - устанавливала программы, но они все работают на внешней вспышке. Если телефон лежит на столе - бесполезно, что там у него на крышке моргает. У этого телефона просто нет никакого индикатора на фронтальной поверхности,  поэтому все программы бесполезны. Когда телефон на зарядке - также никаких индикаторов нет.Поставила музыку на звонок - звучание узкое, как полифония на древних телефонах.Непонятно для чего сделали такой большой телефон, если экран используется не на все 100%. Для начала у него очень широкие полоски панели вверху и внизу, так еще и активные кнопки расположены не на нижней панели, как у многих телефонов, а занимают место на экране, т.е.  тем самым уменьшая размер экрана.",positive
4657,Для ребенка самый раз.,neutral
297,"Телефон изумительный! Все в нем хорошо,  экран, скорость, многозадачность, софтовые фишки, цвета передает идеально. Звук замечательный.  Кто говорит о том, что звук не очень, могу посоветовать поставить плеер Neutron, настроить в нем эквалайзер, как положено, взять хорошие наушники и наслаждаться. И не нужно ждать шестой айфон, поверьте.",positive
4081,"Но несмотря на свои минусы....телефон хороший, но если у вас есть деньги на 1520, то сразу её покупайте и не задерживаетесь на этой бюджетной версии.",positive
1545,"Самый лучший телефон это на полке в магазине. Так по приколу на полгодика или если потерять потом или подарить не жалко то можно брать. Графика 5, функциональность - ну если сломаный навител поставить то 4, камеры - 2, зарядность - 5, симочность - 4, смсочность - 5, цена - 4.",positive
1427,"Когда я выбирал себе телефон, передо мной стояла задача найти хороший смартфон с большим экраном, на Андроиде и, конечно, с приемлемой ценой.Очень долго искал в интернете, читал отзывы и пришел к выводу, что LG Optimus L7 II лучший вариант(и не ошибся)
Сейчас я являюсь обладателем этого агрегата и очень доволен им. Я был приятно удивлен, когда узнал о том, что он может. Очень понравилась программа перевода слов при помощи камеры(наводишь камеру на нужное слово и вот он перевод), также хотел бы отметить то, что телефон отслеживает положение глаз хозяина и тушит экран только тогда, когда я отвернусь или отведу свои глаза в сторону. Разблокировка экрана при помощи распознавания лица хозяина. Мощная батарея обеспечивает автономную работу телефона в течение 2 суток и все это при постоянно включенном Wi Fi, GPS, куче запущенных игр и приложений.Двухъядерного процессора в 1 Ггц вполне хватает, за все время использования ни одного зависания, все игры летают на раз! Громкий динамик (как по мне даже слишком) лично для меня и 50% этой громкости достаточно.
Минусов совсем немного. Например, приходится постоянно протирать экран, иначе в местах, где очень много следов от пальцев он просто напросто не так чутко реагирует.И, единственное что меня немного расстроило это то, что на этот телефон невозможно найти подходящих чехлов (и аксессуаров в целом). А для него чехол-книжка или, хотя бы бампер не помешал бы, а то очень уж царапающаяся панель(в течение первых дней использования у меня поцарапалась задняя крышка только от того, что я клал его на стол, что, согласитесь, не очень приятно)
В целом, я доволен этим телефоном, покупайте, не пожалеете.",positive
179,"Телефон очень понравился, относительно не дорогой, взял на замену старенькому Samsung Galaxy S2. У HTC отличный внешний вид, материал корпуса приятен на ощупь. Работает на мой взгляд без каких либо тормозов, хотя игрушками на андроиде не увлекаюсь. Из серьезных минусов: ЭКРАН - когда брал в салоне, не заметил, но на дневном свете (особенно когда экран бликует) видны прямоугольные ячейки. До сих пор не могу понять - так было задумано и это просто производственный момент или все таки брак?короткий обзор экрана можно посмотреть по ссылке на youtube: http://www.youtube.com/watch?v=P2ld38-yagAНа самом деле начинает сильно напрягать, чисто с эстетической точки зрения... Экран пластиковый - в этом есть и плюсы и минусы.WI_FI - скорей всего возникает программная ошибка. суть в том что как только телефон переходит в режим ожидания, пропадает вай фай, а также не находит домашний вай фай, только вручную кнопкой выключения/включения на телефоне. могу с уверенностью сказать что дело именно в телефоне.АНДРОИД 4.4.2 - буду банален, но запрет переноса приложений и скачивания какого либо контента на внешнюю sd карту заблокирован..!! зачем тогда нужна это карта??нет слов просто...",positive
1721,Хуже телефона даже представить не возможно!!!Не телефон а вредитель какой-то!!!Могут покупать только люди с железными нервами!!!!!,neutral
2771,"Здравствуйте. Почти три месяца владения. Замена экрана от LG планово. Сервис Huawei на высоте: присылает сотрудников и через 5 дней возвращает. А то, что проблему не признают в России глобально, так это государственные контролирующие органы позволяют сделать. Похожая проблема была у владельцев автомобилей концерна Volkswagen с дизельным двигателем, по всему миру были отзывы и компенсации владельцам - у нас тишь да благодать!Про отпечаток и распознавание лица: отпечаток может сработать не с первого раза. Достаёшь телефон одной рукой на улице в зимней шапке, он тебя не распознаёт, предлагает палец, логично прислонить большой палец руки, в которой держишь телефон, так нет же, требует указательный, приходится перехватывать другой рукой. Короче регистрируешь хоть пять пальцев, но открывать будет одним)))Про камеру: куча режимов, снимает в темноте классно, видео тоже неплохо.Про оболочку EMUI 9.0: что-то долго не могу привыкнуть. ASUS-сковская была, на мой взгляд, дружелюбней.Аккумулятор и зарядка: два дня запросто! Зарядка за час - 100%Сейчас начал разбиваться с жестами,  голосовым управлением -все больше втягиваюсь.Bluetooth: часы подключаются на расстоянии в 10 м. К машине подходишь, дверь открываешь  -сразу же контакт.Звук в наушниках отменный, а по внешнему звучанию телефон уступает, скажем HTC U11 и  даже трехлетнему LeEco Le 2.ИК-порт: подключил всё, кроме моей древней плазмы PanasonicВ целом, телефон впечатляет, особенно когда флагманом другой фирмы пользуешься 4 года, а не меняешь каждый год)))",positive
2834,"Подарили телефон на день рождения, тк предыдущий украли.  Месяц проработал более-менее, затем начались лаги.  Запуская больше одного приложения начинает дико греться и зависать , а после - уходить в перезагрузку
Так же, спустя несколько месяцев работы, телефон начал дико разряжаться, бывало, что, стоя на зарядке, уходил в минус.  После этого, через неделю сломалось з/у
Телефон не рекомендую, своих денег не стоит,  это определённо. 
К слову, чехол-книжка для него - тоже говно.",positive
69,"Уже несколько часов пользуюсь этим телефоном, до этого был айфон 4, все устраивает.",neutral
4574,"Очень хотела данный смартфон, но переживала из-за диагонали. Через недельку привыкла и теперь с ним расстаться  не могу.
Прекрасно работают приложения.
Хороший вариант для учебы.",positive
3635,"Купил телефон 2 недели назад. Очень активно пользуюсь картами и gps, целый день каждый день. Это для меня пожалуй самое важное. С яндекс навигатором недостаток, он через некоторое время перестает прокладывать маршруты, почему не знаю. С другими прогами навигаторами всё нормально. Gps ищет быстро и четко. Далее звонки, что меня подбешивает это то что после нажатия кнопки вызов я вижу что телефон начинает как бы звонить но гудков я жду долго, через секунд 5 только начинают идти гудки. Может виноват оператор МТС. В любом случае телефоном я доволен. Батарею держит где то до 7 часов без подзарядки при рабочем экране и джипиэс и карте(проверял) + звонки. Жду обновлений операционки",positive
787,"Айфоны не навижу из за тупой закрытой оси,хотя их дизайн бомба,ну и просто америка)))ну и винда такая же вроде...а здесь весь раздор на 4пда и хда)",negative
4359,"Достойная модель с кучей плюшек и хорошим звуком. Самая лучшая версия с wow-эффектом это синяя. Другие тоже хороши, но переливы синей модели просто щикарны(Э.Т.Картманн :-))!
 Друзья,я проконсультировался с инженером, который зубы съел на зарядке авиацыонных аккумуляторов, так вот он не рекомендует ""быструю"" зарядку. Конечно, АКБ самолёта щелочные, а тут современные, полимерные, но смысл в том, что батарея получает мощный удар при быстрой зарядке и для её здоровья это не очень. Он долго и с отсылками на физику объяснял, я же передаю своими словами. Как быть, решать вам, но напомню, что нежелательно разряжать в ""ноль"", а ставить на зарядку при падении уровня зарядки до 25%. И желательно не теребонькать аппарат в это время.
 Всем здоровья и сбычи мечт в Новом, 2017 году!",positive
2284,"Пользуюсь несколько дней. Отличный аппарат, брал до подоражания. Не привык к маленькой кнопки сброса вызова, так же нет эконок-аватарок на каждого человека, они появляются только после набора номера. После того как остается менее 15% зарядки в режиме интернета батарея сажается за 7 минут!",positive
1183,"Девайс понравился, когда купил был уверен что подсунули какойто шлак, ибо приходил за другим телефоном. Но тепкрь даже рад что выбрал его.",neutral
1498,"Сам по себе датчик приближения работает, но стоит обновить телефон - начинается цирк, экран активен при разговоре, будильник выключается только выключением самого аппарата, и т.д. Покупала в фирменном магазине, два раза сдавала в сервис, после 2х месяцев ремонта получила абсолютно нетронутый мастерами телефон! глюки лечатся путем отката прошивки до заводской версии, главное потом не обновляться!",positive
1532,Не рекомендую.,neutral
3972,"Компания Senseit разработчик данного смартфона сертифицировала только три выпускаемых ею устройства А109,L301,A247 об остальных забыла.",neutral
2585,"до этого в использовании было около 20 современных смартфонов.Vibe z2 pro Божественный смартфон, почти идеал. размер большой по дисплею, но компактный корпус. эталонное качество 2k матрицы, яркость сумасшедшая. для интернет то что доктор прописал. аккумулятор держит целый день с очень высокой загрузкой. Камера по качеству уровень флагманов 2015 года. детализация, цвета, контраст на 5, в любых условиях. не хватает только скорости фокуса как у sams s6.внешний динамик - один из самых громких что я слышал.качество металлического корпуса и стекла gorilla glass 3 не вызывают не единого упрека.единственный и главный минус - это звук в наушниках и просто ужасный звук при выводе сигнала на внешний усилитель.сравниваю звучание с meizu mx4 pro или pro 5. если вы никогда не слышали мейзу и не ценитель звука вы не заметите разницу. а она огромная, леново не имеет линейного выхода, не способен раскачать большие уши, не понимает форматы несжатого звука. но это минус для очень немногих юзеров...",positive
1461,Дорого для неё.,neutral
26,"Я для себя понял, что не стоит брать продукцию Apple. Купил эту ошибку природы за 54990 рублей, лучше бы купил Yota Phone.",neutral
4231,"Дружественный интерфейс, удобно настраиваемый под себя. ОС стабильная, без излишеств и фишек, жрущих батарею. После долгих раздумий  купила его в офисе Билайн и к нему подобрали нужные  аксессуары,особенно удачную чехол- книжку. Я, как человек требовательный к качеству во всём, в целом довольна.",positive
3806,Это идеальный смартфон!!!,positive
1174,"использую телефон 2 года падал он, и на асфальт,и на пол,и на плитку ему всё равно",neutral
497,"Купил его,так какдавно хотел,присмотрелся,вроде,все устраивает,даже время работы... купил и начались проблемы...Заряд батареи на первых порах таял,но,после перестал. Перепрошил на киткат,не понравилось,решил вернуть 4.2.2. Доигрался.перестал работать. Отнес в сервис.в этот же день исправили,но  на киткат. А я и не заметил ВАЖНЕЙШЕЙ ВЕЩИ!!!! Память. У меня смарт на 32г. Даже в настройках так указано, но, когда место стало заканчиваться,я посмотрел и оказалось,что мне выделено всего 8гигабайт! Позвонил в их поддержку.сказали сбрасывайте к заводским,если не поможет-в сервис.в сервисе сказали,часто минимум 2недели.сказал,что приду позже. Пока смирился с этим,но!!! Посчастливилось случайно сравнить фотографии с ipad mini 1 поколения. Его 5мп камера РАЗОРВАЛА 13МП как тузик грелку. Не шучу. Расстояние до объекта-15 метров. Качество у ipada hd, у моей full hd. Детализация у ipad ничуть не хуже, да и фотографировал быстрее. Даже  galaxy s3 в темноте фотографирует моментально без вспышки, а этому надо секунды 4. Обидно. Просто обидно. Не хотелось самсунг, не хотелось айфон... решил сравнить с ipod touch 4, который прилино загружен и не так быстр. Результат меня убил. Фронтальнвя камера на lg -2.1мп, у ipod-0.3..... плавность картинки на айподе говорила сама за себя. Я дергал этим плеером как мог, а картинка не размывалась, в отличие от lg и оставалась плавной, да еще и сочнее, а когда сфотографировал, то качество и детализация одинаковые!!!!!  Это меня убило. Случай с памятью единичный. Возможно,у вас такого не будет, камера-решайте сами. Оболочка в очень очень очень редких случаях тормозит, а все программы идут, но!! ГТА похоже не адаптировано под этот экран, потому что кнопки очень мелкие и находились посередине. В некоторых играх кнопки и текст очень мелкие. Full hd... что сказать... после возьму 6й iphone. Просто по-человечески обидно -хотел одно, а получил как всегда...",positive
1432,Очень довольна покупкой.за такие деньги просто сокровище.,positive
4610,В целом прекрасный телефон,positive
3338,"до этого пользовался lg gt540. долгий,подвисающий.сенсер вообще печаль. батарею сжирал за 20-22 часа, без игр, инета и час-полтора разговоров.
 на acer всё летает.впринципе всем моим требованиям к смарту удовлетворяет.долго выбирал и самсунги и чтс в эту ценовую категорию.самсунги почемуто не понравились.на чтс жалуются на качество сборки и частый брак.остановился на ликвиде и попользовавшийсь неделю не разачарован.
кто ищет шустрый, стильный, с хорошим набором возможностей, смарт - ACER для вас.",positive
1397,"брать брать и еще раз брать. всем советую. Если вы не геймер, и вам 30+ вам понравится. Телефон для повседневной жизни с качественной связью, быстрым инетом, живучей батареей и отличный дизайном, советую взять оргинальные кейсы-книжку от LG и ваше удовольствие удвоится (пришлось побегать по салонам) . Нисколько не пожалел. Еще раз взял бы себе такой. Еще он легкий! :) мало того что не оттягивает карманы-сумки и наверное нет таких людей кто не ронял телефон - и при падении ( например на кафель) с меньшей массой гораздо больше шансов не треснуть, особенно в чехле-кейсе. 
Звук в наушниках так же отменный, с простенькими ""капельками""-гарнитурой  филиппс",positive
3760,"смотрел много каких моделей и отзывы о них, из них была эта модель, везде почти один негатив, все же купил этот телефон, еще раз убедился что всем людям не угодишь всегда найдутся те кому что то не понравится",neutral
291,"В итоге имеем очень и очень даже шикарный аппарат за шикарные деньги!
Да есть небольшие минусы в сравнении с предыдущим мобильником (уровень сигнала чуть похуже), но не критично. Но зато сколько плюсов! 
Выбирал между LG G2 и LG Nexus 5. Перетянули фишки обычного LG. Всякие там двойные окна (калькуляторы, браузеры), к чему очень привык на предыдущем телефоне.
К покупке безусловно рекомендую!",positive
3106,"Если вы хотите приобрести недорогой и качественный смартфон, то эта модель вам не подойдёт. Если вы мазохист, которого в смартфоне привлекают лаги, глюки и всякие прочие недостатки, то для вас это идеальный выбор",positive
2361,хочу себе другой телефон,neutral
2127,"Побаивалась брать леново,всегда пользовалась нокиа или самсунг,проверенные компании годами,но после люмии я разочаровались в них...Выбрала леново вайб р1м только по внешнему виду и осталась более чем довольна! Очень люблю этот тел и надеюсь пользоваться им долгие годы",positive
2572,"Берите, не пожалеете. Правда если рука не маленькая, или не пугает то, что при маленькой руке придется прибегать к помощи свободной руки. Прошивки обновляются регулярно, все досаждающие проблемы уже убрали. Приятно брать в руку и чувствовать холод металла, если не из кармана конечно ).Тут некоторые пишут, что мол плохо, что нет слота для карты, у меня на nexus-e, его не было, и проблем никогда не испытывал, хотя там памяти было меньше в два раза. Тем более что, если вдруг не будет хватать той памяти что доступна в телефоне, всегда можно выливать все в облака, гугл и яндес диски и прочие хранилища. Удобно быстро, всегда под рукой.",positive
1479,"В смартфоне нет ничего лишнего, батарею держит весь день вообще без проблем, если постоянно не сидеть в приложениях.  Спереди и сзади выглядит нормально , ничего меня не раздражает. Обе камеры реально отражают заявленные характеристики. Если нужен смарфтон без понтов, послушать музыку, почитать книгу, и при этом иметь хорошую связь, то это идеальный вариант.",positive
79,"Купила за 8000р новую рст  -  витринный образец в пленочке.За 8000р-отличный аппарат.На больше не тянет особо.За эти деньги я им довольна-удобно читать,просматривать страницы браузера.Если он конечно загрузится.",positive
999,"Телефон купил год назад.за 42 тысячи покупкой в целом доволен до этого был lg g 2 и айфон 4 который был самый лучший телефон и работал Верой и правдой целых 4 года...в целом если надумаете брать айфон 6 будьте готовы к тому что будете вы им пользоваться не более двух лет...стекла больная тема менял в январе 2015 года за 12 тысяч:(((
Вообщем вывод:телефон красивый ,дорогой,хрупкий,и требует много вложений...но камера у него реально самая лучшая...кто бы что бы не говорил",positive
2423,"Купил для себя,чтобы по большей части звонить и привыкнуть к смартфонам",neutral
2980,"Купил в подарок жене - довольна. Идеальных вещей нет. В принципе, можно брать.",positive
471,"Читайте все выше описанное.
Смартфон рекомендуется
к покупке.
Ни разу не пожалеете.
Камера вообще Космос;)
Самый сбалансированный смартфон.",positive
3919,"Быстро разряжается, удалил сам контакты из телефонной книги, сам перезагружается, раздражает клавиатура, набираешь сообщение не всегда и не сразу срабатывает пробел, мелкие буквы",neutral
1467,"Около трех лет пользуюсь аппаратами данной марки.До этого были Зенфон 6, Фонепад 6, Зенфон 5.Всеми аппаратами был крайне доволен- отработали они на все 100%.Данный аппарат был куплен взамен Самсунг а5, которым пользовался около двух недель. В нем мне не понравились экран и корпус, очень скользкий и не удобный.В замен был куплен сей девайс.Впечатления противоречивые. Нравится размер экрана, его качество, камера.Ну очень не нравится его заторможенность. Удалил все, что можно удалить, перегружал и т.п.Не помогло. Не знаю в чем проблема. Если кто решил данную проблему- подскажите как...Это мой первый Асус, который так тупит.В остальном: GPS на 5+батареи хватает на день при хорошей нагрузкеWi-Fi на 5 +в игры не играю...покрытие экрана на 5 + связь на 5 +звук и слышимость собеседника на 5 +.Как видите, плюсов больше. С тормозами буду бороться дальше- телефон все же нравится.P.s.Замечено, что долго открываются Яндекс браузер (уж простите) и Скайп. Затем долго возвращается на рабочий стол.Дополняю.Покопался в нем.По моему мнению, причина тормознутости была в предустановленной антивирусе и мастере запуска. Сейчас проблема с тормозами ушла. Поднимаю до 4 звездочек.",neutral
4397,"Первое время к телефону надо привыкнуть, ибо размер его впечатляющий, долго, на мой взгляд, держит заряд, учитывая сколько я сижу в соц-сетях, камера удобно расположена. Индикатор тоже. В полне нормальные звуки для смс-оповещания.",positive
